Admit Source;Admit Type;Appt Start Time;Care Score;Check-In Time;Clinic Name;Department;Diagnosis Primary;Discharge Datetime new;Encounter Number;Encounter Status;Number of Records;Wait Time Min
Banking;Elective;3/07/2020 9:15;4;3/07/2020 9:15;CitiBank Colombia;Recurring Deposit;;;STA-200703-007752;Discharged;1;14
Deposit Account;Elective;3/07/2020 9:12;4;3/07/2020 9:12;CitiBank Colombia;Recurring Deposit;;;STA-200703-007715;Discharged;1;28
Loans;Elective;3/07/2020 9:10;4;3/07/2020 9:10;CitiBank Colombia;Recurring Deposit;;;STA-200703-007694;Discharged;1;60
Investment;Elective;3/07/2020 8:45;3;3/07/2020 8:45;CitiBank Colombia;Recurring Deposit;;;STA-200703-007305;Discharged;1;82
Cards;Elective;3/07/2020 7:51;2;3/07/2020 7:51;CitiBank Colombia;Fixed Deposit;;;STA-200703-006522;Inpatient Discharged;1;68
Banking;Elective;3/07/2020 1:29;2;3/07/2020 1:29;CitiBank Colombia;Fixed Deposit;;;STA-200703-000719;Inpatient Discharged;1;70
Deposit Account;Elective;3/07/2020 1:25;2;3/07/2020 1:25;CitiBank Colombia;Fixed Deposit;;;STA-200703-000688;Inpatient Discharged;1;81
Loans;Elective;2/07/2020 21:55;2;2/07/2020 21:55;CitiBank Colombia;Fixed Deposit;;;STA-200702-017837;Inpatient Discharged;1;107
Investment;Urgent;2/07/2020 21:43;2;2/07/2020 21:43;CitiBank Colombia;Fixed Deposit;;;STA-200702-017737;Inpatient Discharged;1;101
Cards;Urgent;2/07/2020 21:20;2;2/07/2020 21:20;CitiBank Colombia;Fixed Deposit;;;STA-200702-017533;Inpatient Discharged;1;102
Banking;Urgent;2/07/2020 20:57;2;2/07/2020 20:57;CitiBank Colombia;Fixed Deposit;;;STA-200702-017395;Inpatient Discharged;1;111
Deposit Account;Urgent;2/07/2020 20:52;2;2/07/2020 20:52;CitiBank Colombia;Mobile Banking;;;STA-200702-017376;Inpatient Discharged;1;101
Loans;Urgent;2/07/2020 20:45;2;2/07/2020 20:45;CitiBank Colombia;Mobile Banking;;;STA-200702-017350;Inpatient Discharged;1;119
Investment;Elective;2/07/2020 20:38;3;2/07/2020 20:38;CitiBank Colombia;Mobile Banking;;;STA-200702-017318;Inpatient Discharged;1;40
Cards;Elective;2/07/2020 20:29;3;2/07/2020 20:29;CitiBank Colombia;Mobile Banking;;;STA-200702-017279;Inpatient Discharged;1;71
Banking;Elective;2/07/2020 20:22;2;2/07/2020 20:22;CitiBank Colombia;Mobile Banking;;;STA-200702-017248;Inpatient Discharged;1;103
Deposit Account;Elective;2/07/2020 20:01;3;2/07/2020 20:01;CitiBank Colombia;Mobile Banking;;;STA-200702-017170;Inpatient Discharged;1;110
Loans;Emergency;2/07/2020 19:23;5;2/07/2020 19:23;CitiBank Colombia;Mobile Banking;;;STA-200702-017045;Inpatient Discharged;1;20
Investment;Emergency;2/07/2020 19:21;5;2/07/2020 19:21;CitiBank Colombia;Mobile Banking;;;STA-200702-017038;Inpatient Discharged;1;63
Cards;Emergency;2/07/2020 19:19;3;2/07/2020 19:19;CitiBank Colombia;Mobile Banking;;;STA-200702-017028;Inpatient Discharged;1;104
Banking;Emergency;2/07/2020 19:14;3;2/07/2020 19:14;CitiBank Colombia;Mobile Banking;;;STA-200702-017016;Inpatient Discharged;1;140
Deposit Account;Elective;2/07/2020 19:09;4;2/07/2020 19:09;CitiBank Colombia;Balance Enquiry;;;STA-200702-016993;Inpatient Discharged;1;3
Loans;Elective;2/07/2020 19:05;4;2/07/2020 19:05;CitiBank Colombia;Balance Enquiry;;;STA-200702-016980;Inpatient Discharged;1;4
Investment;Elective;2/07/2020 19:00;4;2/07/2020 19:00;CitiBank Colombia;Balance Enquiry;;;STA-200702-016956;Inpatient Discharged;1;33
Cards;Elective;2/07/2020 18:57;2;2/07/2020 18:57;CitiBank Colombia;Balance Enquiry;;;STA-200702-016944;Inpatient Discharged;1;45
Banking;Elective;2/07/2020 18:56;4;2/07/2020 18:56;CitiBank Colombia;Balance Enquiry;;;STA-200702-016941;Inpatient Discharged;1;105
Deposit Account;Urgent;2/07/2020 18:51;2;2/07/2020 18:51;CitiBank Colombia;Mobile Banking;;;STA-200702-016921;Inpatient Discharged;1;14
Loans;Urgent;2/07/2020 18:48;4;2/07/2020 18:48;CitiBank Colombia;Mobile Banking;;;STA-200702-016908;Inpatient Discharged;1;94
Investment;Emergency;2/07/2020 18:43;3;2/07/2020 18:43;CitiBank Colombia;Mobile Banking;;;STA-200702-016890;Inpatient Discharged;1;59
Cards;Emergency;2/07/2020 18:41;2;2/07/2020 18:41;CitiBank Colombia;Mobile Banking;;;STA-200702-016884;Inpatient Discharged;1;85
Banking;Emergency;2/07/2020 18:39;2;2/07/2020 18:39;CitiBank Colombia;Mobile Banking;;;STA-200702-016864;Inpatient Discharged;1;88
Deposit Account;Emergency;2/07/2020 18:37;2;2/07/2020 18:37;CitiBank Colombia;Mobile Banking;;;STA-200702-016849;Inpatient Discharged;1;31
Loans;Emergency;2/07/2020 18:29;2;2/07/2020 18:29;CitiBank Colombia;Mobile Banking;;;STA-200702-016787;Inpatient Discharged;1;143
Investment;Emergency;2/07/2020 18:23;3;2/07/2020 18:23;CitiBank Colombia;Mobile Banking;;;STA-200702-016741;OBS Discharged;1;46
Cards;Emergency;2/07/2020 18:02;3;2/07/2020 18:02;CitiBank Colombia;Mobile Banking;;;STA-200702-016626;OBS Discharged;1;58
Banking;Emergency;2/07/2020 18:01;3;2/07/2020 18:01;CitiBank Colombia;Mobile Banking;;;STA-200702-016610;Inpatient Discharged;1;71
Deposit Account;Emergency;2/07/2020 17:58;2;2/07/2020 17:58;CitiBank Colombia;Mobile Banking;;;STA-200702-016590;Inpatient Discharged;1;79
Loans;Emergency;2/07/2020 17:58;4;2/07/2020 17:58;CitiBank Colombia;Mobile Banking;;;STA-200702-016589;Inpatient Discharged;1;18
Investment;Emergency;2/07/2020 17:56;2;2/07/2020 17:56;CitiBank Colombia;Mobile Banking;;;STA-200702-016575;Inpatient Discharged;1;115
Cards;Emergency;2/07/2020 17:54;4;2/07/2020 17:54;CitiBank Colombia;Mobile Banking;;;STA-200702-016550;OBS Discharged;1;60
Banking;Emergency;2/07/2020 17:52;3;2/07/2020 17:52;CitiBank Colombia;Mobile Banking;;;STA-200702-016537;OBS Discharged;1;113
Deposit Account;Emergency;2/07/2020 17:50;4;2/07/2020 17:50;CitiBank Colombia;Mobile Banking;;;STA-200702-016514;Inpatient Discharged;1;36
Loans;Emergency;2/07/2020 17:50;2;2/07/2020 17:50;CitiBank Colombia;Mobile Banking;;;STA-200702-016513;Inpatient Discharged;1;131
Investment;Emergency;2/07/2020 17:49;3;2/07/2020 17:49;CitiBank Colombia;Mobile Banking;;;STA-200702-016507;Inpatient Discharged;1;93
Cards;Emergency;2/07/2020 17:48;3;2/07/2020 17:48;CitiBank Colombia;Mobile Banking;;;STA-200702-016502;Inpatient Discharged;1;98
Banking;Emergency;2/07/2020 17:48;4;2/07/2020 17:48;CitiBank Colombia;Mobile Banking;;;STA-200702-016501;Inpatient Discharged;1;5
Deposit Account;Emergency;2/07/2020 17:45;3;2/07/2020 17:45;CitiBank Colombia;Mobile Banking;;;STA-200702-016467;Inpatient Discharged;1;35
Loans;Emergency;2/07/2020 17:40;2;2/07/2020 17:40;CitiBank Colombia;Mobile Banking;;;STA-200702-016420;Inpatient Discharged;1;105
Investment;Emergency;2/07/2020 17:26;2;2/07/2020 17:26;CitiBank Colombia;Mobile Banking;;;STA-200702-016316;Inpatient Discharged;1;120
Cards;Elective;2/07/2020 17:10;5;2/07/2020 17:10;CitiBank Colombia;Debit Card;;;STA-200702-016168;Inpatient Discharged;1;64
Banking;Elective;2/07/2020 17:07;4;2/07/2020 17:07;CitiBank Colombia;Debit Card;;;STA-200702-016124;Inpatient Discharged;1;87
Deposit Account;Elective;2/07/2020 17:05;3;2/07/2020 17:05;CitiBank Colombia;Debit Card;;;STA-200702-016099;Inpatient Discharged;1;125
Loans;Emergency;2/07/2020 17:04;5;2/07/2020 17:04;CitiBank Colombia;Mobile Banking;;;STA-200702-016079;Inpatient Discharged;1;22
Investment;Emergency;2/07/2020 16:57;4;2/07/2020 16:57;CitiBank Colombia;Mobile Banking;;;STA-200702-016008;Inpatient Discharged;1;68
Cards;Emergency;2/07/2020 16:55;2;2/07/2020 16:55;CitiBank Colombia;Mobile Banking;;;STA-200702-015988;Inpatient Discharged;1;99
Banking;Emergency;2/07/2020 16:53;2;2/07/2020 16:53;CitiBank Colombia;Mobile Banking;;;STA-200702-015968;Inpatient Discharged;1;110
Deposit Account;Elective;2/07/2020 16:39;4;2/07/2020 16:39;CitiBank Colombia;Debit Card;;;STA-200702-015830;OBS Discharged;1;45
Loans;Elective;2/07/2020 16:34;3;2/07/2020 16:34;CitiBank Colombia;Debit Card;;;STA-200702-015795;OBS Discharged;1;85
Investment;Elective;2/07/2020 16:34;3;2/07/2020 16:34;CitiBank Colombia;Debit Card;;;STA-200702-015788;OBS Discharged;1;119
Cards;Elective;2/07/2020 16:29;5;2/07/2020 16:29;CitiBank Colombia;Savings Account;;;STA-200702-015735;Inpatient Discharged;1;13
Banking;Elective;2/07/2020 16:28;3;2/07/2020 16:28;CitiBank Colombia;Savings Account;;;STA-200702-015733;Inpatient Discharged;1;132
Deposit Account;Elective;2/07/2020 16:21;4;2/07/2020 16:21;CitiBank Colombia;Savings Account;;;STA-200702-015663;Inpatient Discharged;1;133
Loans;Elective;2/07/2020 16:08;5;2/07/2020 16:08;CitiBank Colombia;Mobile Banking;;;STA-200702-015556;Inpatient Discharged;1;27
Investment;Elective;2/07/2020 16:07;5;2/07/2020 16:07;CitiBank Colombia;Mobile Banking;;;STA-200702-015546;Inpatient Discharged;1;40
Cards;Elective;2/07/2020 16:06;3;2/07/2020 16:06;CitiBank Colombia;Mobile Banking;;;STA-200702-015535;Inpatient Discharged;1;105
Banking;Elective;2/07/2020 16:05;5;2/07/2020 16:05;CitiBank Colombia;Mobile Banking;;;STA-200702-015525;Inpatient Discharged;1;11
Deposit Account;Elective;2/07/2020 15:54;5;2/07/2020 15:54;CitiBank Colombia;Mobile Banking;;;STA-200702-015413;Inpatient Discharged;1;28
Loans;Elective;2/07/2020 15:51;5;2/07/2020 15:51;CitiBank Colombia;Mobile Banking;;;STA-200702-015368;Inpatient Discharged;1;36
Investment;Elective;2/07/2020 15:34;4;2/07/2020 15:34;CitiBank Colombia;Debit Card;;;STA-200702-015202;OBS Discharged;1;4
Cards;Elective;2/07/2020 15:31;5;2/07/2020 15:31;CitiBank Colombia;Debit Card;;;STA-200702-015168;OBS Discharged;1;44
Banking;Elective;2/07/2020 15:30;3;2/07/2020 15:30;CitiBank Colombia;Debit Card;;;STA-200702-015148;OBS Discharged;1;141
Deposit Account;Emergency;2/07/2020 15:29;5;2/07/2020 15:29;CitiBank Colombia;Fixed Deposit;;;STA-200702-015141;Inpatient Discharged;1;59
Loans;Emergency;2/07/2020 15:20;5;2/07/2020 15:20;CitiBank Colombia;Fixed Deposit;;;STA-200702-015045;Inpatient Discharged;1;61
Investment;Emergency;2/07/2020 15:19;5;2/07/2020 15:19;CitiBank Colombia;Fixed Deposit;;;STA-200702-015043;Inpatient Discharged;1;69
Cards;Emergency;2/07/2020 15:16;5;2/07/2020 15:16;CitiBank Colombia;Mobile Banking;;;STA-200702-015007;OBS Discharged;1;6
Banking;Emergency;2/07/2020 15:15;5;2/07/2020 15:15;CitiBank Colombia;Mobile Banking;;;STA-200702-014996;OBS Discharged;1;40
Deposit Account;Emergency;2/07/2020 15:15;2;2/07/2020 15:15;CitiBank Colombia;Mobile Banking;;;STA-200702-014991;OBS Discharged;1;106
Loans;Urgent;2/07/2020 15:14;4;2/07/2020 15:14;CitiBank Colombia;Mobile Banking;;;STA-200702-014983;OBS Discharged;1;0
Investment;Urgent;2/07/2020 15:08;4;2/07/2020 15:08;CitiBank Colombia;Mobile Banking;;;STA-200702-014908;OBS Discharged;1;32
Cards;Emergency;2/07/2020 15:05;5;2/07/2020 15:05;CitiBank Colombia;Mobile Banking;;;STA-200702-014877;Inpatient Discharged;1;25
Banking;Emergency;2/07/2020 15:04;4;2/07/2020 15:04;CitiBank Colombia;Mobile Banking;;;STA-200702-014858;Inpatient Discharged;1;40
Deposit Account;Emergency;2/07/2020 14:38;4;2/07/2020 14:38;CitiBank Colombia;Mobile Banking;;;STA-200702-014577;Inpatient Discharged;1;140
Loans;Emergency;2/07/2020 14:35;3;2/07/2020 14:35;CitiBank Colombia;Current Account;;;STA-200702-014552;ED Discharged;1;88
Investment;Urgent;2/07/2020 14:34;4;2/07/2020 14:34;CitiBank Colombia;Mobile Banking;;;STA-200702-014535;Inpatient Discharged;1;43
Cards;Urgent;2/07/2020 14:31;4;2/07/2020 14:31;CitiBank Colombia;Mobile Banking;;;STA-200702-014497;Inpatient Discharged;1;66
Banking;Emergency;2/07/2020 14:20;2;2/07/2020 14:20;CitiBank Colombia;Current Account;;;STA-200702-014390;ED Discharged;1;92
Deposit Account;Emergency;2/07/2020 14:19;2;2/07/2020 14:19;CitiBank Colombia;Current Account;;;STA-200702-014377;Discharged;1;81
Loans;Emergency;2/07/2020 14:16;4;2/07/2020 14:16;CitiBank Colombia;Current Account;;;STA-200702-014336;ED Discharged;1;88
Investment;Emergency;2/07/2020 14:14;4;2/07/2020 14:14;CitiBank Colombia;Current Account;;;STA-200702-014320;ED Discharged;1;58
Cards;Emergency;2/07/2020 14:14;3;2/07/2020 14:14;CitiBank Colombia;Current Account;;;STA-200702-014318;ED Discharged;1;100
Banking;Emergency;2/07/2020 14:13;2;2/07/2020 14:13;CitiBank Colombia;Current Account;;;STA-200702-014307;ED Discharged;1;123
Deposit Account;Emergency;2/07/2020 14:12;4;2/07/2020 14:12;CitiBank Colombia;Current Account;;;STA-200702-014300;ED Discharged;1;96
Loans;Emergency;2/07/2020 14:08;3;2/07/2020 14:08;CitiBank Colombia;Current Account;;;STA-200702-014270;ED Discharged;1;113
Investment;Emergency;2/07/2020 14:04;4;2/07/2020 14:04;CitiBank Colombia;Current Account;;;STA-200702-014230;ED Discharged;1;55
Cards;Emergency;2/07/2020 13:58;4;2/07/2020 13:58;CitiBank Colombia;Current Account;;;STA-200702-014145;ED Discharged;1;17
Banking;Emergency;2/07/2020 13:58;5;2/07/2020 13:58;CitiBank Colombia;Current Account;;;STA-200702-014142;ED Discharged;1;43
Deposit Account;Emergency;2/07/2020 13:56;3;2/07/2020 13:56;CitiBank Colombia;Current Account;;;STA-200702-014121;ED Discharged;1;99
Loans;Emergency;2/07/2020 13:45;5;2/07/2020 13:45;CitiBank Colombia;Current Account;;;STA-200702-014007;ED Discharged;1;11
Investment;Emergency;2/07/2020 13:40;5;2/07/2020 13:40;CitiBank Colombia;Mobile Banking;;;STA-200702-013955;Inpatient Discharged;1;47
Cards;Emergency;2/07/2020 13:39;4;2/07/2020 13:39;CitiBank Colombia;Mobile Banking;;;STA-200702-013943;Inpatient Discharged;1;62
Banking;Emergency;2/07/2020 13:28;4;2/07/2020 13:28;CitiBank Colombia;Current Account;;;STA-200702-013819;ED Discharged;1;98
Deposit Account;Emergency;2/07/2020 13:14;4;2/07/2020 13:14;CitiBank Colombia;Current Account;;;STA-200702-013646;ED Discharged;1;72
Loans;Emergency;2/07/2020 13:13;5;2/07/2020 13:13;CitiBank Colombia;Current Account;;;STA-200702-013638;ED Discharged;1;42
Investment;Emergency;2/07/2020 13:13;4;2/07/2020 13:13;CitiBank Colombia;Current Account;;;STA-200702-013634;ED Discharged;1;90
Cards;Emergency;2/07/2020 13:12;2;2/07/2020 13:12;CitiBank Colombia;Current Account;;;STA-200702-013628;ED Discharged;1;104
Banking;Emergency;2/07/2020 13:05;5;2/07/2020 13:05;CitiBank Colombia;Current Account;;;STA-200702-013542;ED Discharged;1;64
Deposit Account;Emergency;2/07/2020 13:04;4;2/07/2020 13:04;CitiBank Colombia;Current Account;;;STA-200702-013534;ED Discharged;1;109
Loans;Emergency;2/07/2020 12:54;5;2/07/2020 12:54;CitiBank Colombia;Current Account;;;STA-200702-013419;ED Discharged;1;27
Investment;Emergency;2/07/2020 12:52;4;2/07/2020 12:52;CitiBank Colombia;Current Account;;;STA-200702-013392;ED Discharged;1;5
Cards;Emergency;2/07/2020 12:52;4;2/07/2020 12:52;CitiBank Colombia;Current Account;;;STA-200702-013389;ED Discharged;1;70
Banking;Emergency;2/07/2020 12:51;2;2/07/2020 12:51;CitiBank Colombia;Current Account;;;STA-200702-013373;ED Discharged;1;135
Deposit Account;Emergency;2/07/2020 12:41;2;2/07/2020 12:41;CitiBank Colombia;Current Account;;;STA-200702-013244;ED Discharged;1;36
Loans;Emergency;2/07/2020 12:38;2;2/07/2020 12:38;CitiBank Colombia;Current Account;;;STA-200702-013207;ED Discharged;1;103
Investment;Emergency;2/07/2020 12:36;2;2/07/2020 12:36;CitiBank Colombia;Current Account;;;STA-200702-013167;ED Discharged;1;129
Cards;Emergency;2/07/2020 12:23;2;2/07/2020 12:23;CitiBank Colombia;Current Account;;;STA-200702-013023;ED Discharged;1;107
Banking;Emergency;2/07/2020 12:22;6;2/07/2020 12:22;CitiBank Colombia;Current Account;;;STA-200702-013010;ED Discharged;1;69
Deposit Account;Emergency;2/07/2020 12:08;6;2/07/2020 12:08;CitiBank Colombia;Mobile Banking;;;STA-200702-012808;OBS Discharged;1;39
Loans;Emergency;2/07/2020 12:05;2;2/07/2020 12:05;CitiBank Colombia;Mobile Banking;;;STA-200702-012773;OBS Discharged;1;108
Investment;Emergency;2/07/2020 11:55;2;2/07/2020 11:55;CitiBank Colombia;Current Account;;;STA-200702-012601;ED Discharged;1;14
Cards;Emergency;2/07/2020 11:41;2;2/07/2020 11:41;CitiBank Colombia;Current Account;;;STA-200702-012382;ED Discharged;1;91
Banking;Emergency;2/07/2020 11:36;2;2/07/2020 11:36;CitiBank Colombia;Current Account;;;STA-200702-012287;ED Discharged;1;42
Deposit Account;Emergency;2/07/2020 11:34;2;2/07/2020 11:34;CitiBank Colombia;Current Account;;;STA-200702-012247;ED Discharged;1;91
Loans;Emergency;2/07/2020 11:32;2;2/07/2020 11:32;CitiBank Colombia;Current Account;;;STA-200702-012230;ED Discharged;1;126
Investment;Emergency;2/07/2020 11:26;6;2/07/2020 11:26;CitiBank Colombia;Current Account;;;STA-200702-012125;Discharged;1;19
Cards;Elective;2/07/2020 11:19;2;2/07/2020 11:19;CitiBank Colombia;Recurring Deposit;;;STA-200702-011988;Discharged;1;101
Banking;Elective;2/07/2020 11:15;2;2/07/2020 11:15;CitiBank Colombia;Recurring Deposit;;;STA-200702-011903;Discharged;1;141
Deposit Account;Elective;2/07/2020 11:07;2;2/07/2020 11:07;CitiBank Colombia;Debit Card;;;STA-200702-011788;Discharged;1;10
Loans;Elective;2/07/2020 11:06;2;2/07/2020 11:06;CitiBank Colombia;Mobile Banking;;;STA-200702-011774;Day Surg Discharged;1;15
Investment;Elective;2/07/2020 11:06;2;2/07/2020 11:06;CitiBank Colombia;Mobile Banking;;;STA-200702-011766;Day Surg Discharged;1;57
Cards;Elective;2/07/2020 11:00;2;2/07/2020 11:00;CitiBank Colombia;Debit Card;;;STA-200702-011655;Discharged;1;99
Banking;Emergency;2/07/2020 10:53;2;2/07/2020 10:53;CitiBank Colombia;Current Account;;;STA-200702-011535;ED Discharged;1;130
Deposit Account;Elective;2/07/2020 10:52;6;2/07/2020 10:52;CitiBank Colombia;Mobile Banking;;;STA-200702-011511;Day Surg Discharged;1;33
Loans;Elective;2/07/2020 10:50;2;2/07/2020 10:50;CitiBank Colombia;Mobile Banking;;;STA-200702-011486;Day Surg Discharged;1;136
Investment;Emergency;2/07/2020 10:49;2;2/07/2020 10:49;CitiBank Colombia;Current Account;;;STA-200702-011454;Discharged;1;41
Cards;Elective;2/07/2020 10:47;6;2/07/2020 10:47;CitiBank Colombia;Debit Card;;;STA-200702-011403;Day Surg Discharged;1;65
Banking;Elective;2/07/2020 10:47;2;2/07/2020 10:47;CitiBank Colombia;Debit Card;;;STA-200702-011402;Day Surg Discharged;1;88
Deposit Account;Emergency;2/07/2020 10:43;2;2/07/2020 10:43;CitiBank Colombia;Current Account;;;STA-200702-011322;ED Discharged;1;99
Loans;Elective;2/07/2020 10:19;2;2/07/2020 10:19;CitiBank Colombia;Fixed Deposit;;;STA-200702-010843;Day Surg Discharged;1;52
Investment;Elective;2/07/2020 10:07;2;2/07/2020 10:07;CitiBank Colombia;Fixed Deposit;;;STA-200702-010600;Day Surg Discharged;1;120
Cards;Emergency;2/07/2020 10:07;2;2/07/2020 10:07;CitiBank Colombia;Current Account;;;STA-200702-010599;ED Discharged;1;26
Banking;Elective;2/07/2020 10:06;6;2/07/2020 10:06;CitiBank Colombia;Balance Enquiry;;;STA-200702-010574;Day Surg Discharged;1;10
Deposit Account;Elective;2/07/2020 10:04;2;2/07/2020 10:04;CitiBank Colombia;Debit Card;;;STA-200702-010536;Day Surg Discharged;1;12
Loans;Elective;2/07/2020 10:04;2;2/07/2020 10:04;CitiBank Colombia;Balance Enquiry;;;STA-200702-010535;Day Surg Discharged;1;48
Investment;Elective;2/07/2020 10:00;2;2/07/2020 10:00;CitiBank Colombia;Debit Card;;;STA-200702-010409;Day Surg Discharged;1;80
Cards;Elective;2/07/2020 9:58;2;2/07/2020 9:58;CitiBank Colombia;Savings Account;;;STA-200702-010378;Day Surg Discharged;1;58
Banking;Elective;2/07/2020 9:58;2;2/07/2020 9:58;CitiBank Colombia;Savings Account;;;STA-200702-010353;Day Surg Discharged;1;114
Deposit Account;Elective;2/07/2020 9:57;2;2/07/2020 9:57;CitiBank Colombia;Balance Enquiry;;;STA-200702-010335;Discharged;1;0
Loans;Elective;2/07/2020 9:57;2;2/07/2020 9:57;CitiBank Colombia;Balance Enquiry;;;STA-200702-010327;Discharged;1;11
Investment;Elective;2/07/2020 9:49;2;2/07/2020 9:49;CitiBank Colombia;Balance Enquiry;;;STA-200702-010181;Discharged;1;97
Cards;Elective;2/07/2020 9:49;2;2/07/2020 9:49;CitiBank Colombia;Balance Enquiry;;;STA-200702-010171;Discharged;1;114
Banking;Elective;2/07/2020 9:48;2;2/07/2020 9:48;CitiBank Colombia;Balance Enquiry;;;STA-200702-010152;Discharged;1;116
Deposit Account;Elective;2/07/2020 9:48;2;2/07/2020 9:48;CitiBank Colombia;Balance Enquiry;;;STA-200702-010147;Discharged;1;143
Loans;Elective;2/07/2020 9:46;6;2/07/2020 9:46;CitiBank Colombia;Mobile Banking;;;STA-200702-010111;Day Surg Discharged;1;7
Investment;Elective;2/07/2020 9:42;2;2/07/2020 9:42;CitiBank Colombia;Mobile Banking;;;STA-200702-010022;Day Surg Discharged;1;42
Cards;Elective;2/07/2020 9:42;6;2/07/2020 9:42;CitiBank Colombia;Mobile Banking;;;STA-200702-010021;Day Surg Discharged;1;48
Banking;Elective;2/07/2020 9:40;2;2/07/2020 9:40;CitiBank Colombia;Mobile Banking;;;STA-200702-009990;Day Surg Discharged;1;127
Deposit Account;Elective;2/07/2020 9:39;2;2/07/2020 9:39;CitiBank Colombia;Mobile Banking;;;STA-200702-009960;Day Surg Discharged;1;100
Loans;Elective;2/07/2020 9:36;2;2/07/2020 9:36;CitiBank Colombia;Mobile Banking;;;STA-200702-009905;Day Surg Discharged;1;139
Investment;Elective;2/07/2020 9:35;6;2/07/2020 9:35;CitiBank Colombia;Balance Enquiry;;;STA-200702-009886;Day Surg Discharged;1;55
Cards;Elective;2/07/2020 9:24;2;2/07/2020 9:24;CitiBank Colombia;Balance Enquiry;;;STA-200702-009674;Day Surg Discharged;1;85
Banking;Elective;2/07/2020 9:19;2;2/07/2020 9:19;CitiBank Colombia;Mobile Banking;;;STA-200702-009567;Day Surg Discharged;1;26
Deposit Account;Elective;2/07/2020 9:10;2;2/07/2020 9:10;CitiBank Colombia;Mobile Banking;;;STA-200702-009366;Day Surg Discharged;1;39
